2.075	4.77862e-08	2.84633e-08	1.13545e-08
2.675	5.01865e-08	3.97317e-08	8.27525e-09
2.2	3.40376e-08	2.79659e-08	7.57201e-09
2.925	4.72394e-08	2.30057e-08	6.35795e-09
3.3	3.82331e-08	1.15096e-08	3.4081e-09
3.675	2.00523e-08	1.10511e-08	8.76087e-10
3.9	1.62228e-08	4.44326e-09	2.66379e-10
3.125	2.95371e-08	2.06171e-08	1.56772e-08
3.725	1.79043e-08	1.0218e-08	3.82758e-09
4.25	8.38911e-09	5.8807e-09	1.29581e-09
